time,P_g_z,P_e_z,P_f_z,P_g_x,P_e_x,P_f_x,P_g_y,P_e_y,P_f_y
16,0.011806121758759074,0.0019498753438612368,0.9862440028973797,0.02893405012931325,0.46884860947773516,0.5022173403929516,0.022134630176045486,0.4750767871688954,0.5027885826550591
36,0.010015879941566178,0.005229537973309957,0.9847545820851239,0.025756632846289842,0.46454929586576355,0.5096940712879466,0.024233281758526213,0.472630574216331,0.5031361440251428
56,0.010603991239209538,0.005124489718508525,0.9842715190422819,0.024326004041096593,0.4688075109521035,0.5068664850067999,0.026016580279386033,0.47498796660466763,0.49899545311594634
76,0.012472620206419302,0.008057387384970973,0.9794699924086098,0.029124486573503448,0.46514251443328497,0.5057329989932116,0.027423412389686104,0.46951182609349107,0.5030647615168229
96,0.010833446281861628,0.006461976774976158,0.9827045769431623,0.030104349692495803,0.47496099179756407,0.4949346585099401,0.02245219078668565,0.4790244537525584,0.498523355460756
116,0.0157154022989837,0.008581763640704794,0.9757028340603114,0.027044301758156603,0.48005386607351697,0.4929018321683264,0.02183383830406731,0.4724625798445049,0.5057035818514278
136,0.010951931283401222,0.010279125055732207,0.9787689436608666,0.026689819903452275,0.4798720899808155,0.4934380901157322,0.02729666854205839,0.4786101506431132,0.49409318081482845
156,0.01005148349526836,0.012454512266664846,0.9774940042380669,0.034447931564164036,0.4887344470380106,0.47681762139782546,0.023555077059587988,0.4701817828167151,0.506263140123697
176,0.011328403546142264,0.010984517103542544,0.9776870793503153,0.024977554745083588,0.49931433858446517,0.4757081066704512,0.024449350716595035,0.47333076622397396,0.502219883059431
196,0.010796803682603379,0.013066129946747539,0.9761370663706491,0.024421123086859828,0.49356076062594545,0.48201811628719476,0.025129118381423333,0.4693464312724238,0.5055244503461528
216,0.01255620854209387,0.011800416705057304,0.9756433747528489,0.028306878317886513,0.4902281631967276,0.481464958485386,0.028382759363348883,0.4620544719069411,0.5095627687297101
236,0.01264731044522263,0.014262503514559748,0.9730901860402176,0.029392612048277058,0.49755736896545,0.47305001898627297,0.026898660900273264,0.4615015219334038,0.511599817166323
256,0.012348842897579686,0.016281374556703743,0.9713697825457165,0.03064600168942065,0.4968880856820585,0.47246591262852083,0.02554696838692294,0.47016688537643486,0.5042861462366421
276,0.013327041519225362,0.018269538544851888,0.9684034199359228,0.030031549299858826,0.5046410101015215,0.46532744059861963,0.03189637915178915,0.46125824260737863,0.5068453782408322
296,0.016481660633108686,0.019013172346543632,0.9645051670203477,0.02768005216677747,0.5075488126265202,0.4647711352067024,0.0278184155097672,0.4666799223917501,0.5055016620984827
316,0.016454513165543205,0.01799499356014627,0.9655504932743105,0.028593104958764687,0.5121996405187781,0.45920725452245736,0.024400045806545607,0.4636511116961991,0.5119488424972553
336,0.017052346704886208,0.02268515006307328,0.9602625032320405,0.03043062459835604,0.5248844273241825,0.4446849480774615,0.029968248037081414,0.457044054606817,0.5129876973561016
356,0.012203511726656516,0.022417372794502677,0.9653791154788409,0.02981561202267665,0.5244708373244379,0.44571355065288554,0.03014651666216749,0.45913480943915097,0.5107186738986815
376,0.015768130973634116,0.026077604345973292,0.9581542646803926,0.03198050908523988,0.5247932580000908,0.4432262329146694,0.02654264961229122,0.4629430732479982,0.5105142771397105
396,0.016622517022534342,0.027542023725876857,0.9558354592515889,0.03277569044595455,0.5257299678868396,0.441494341667206,0.034059976336227316,0.4538807575470164,0.5120592661167563
416,0.018757682132901965,0.02804674327151379,0.9531955745955842,0.03498579682282353,0.5286562313844513,0.4363579717927253,0.030831887201238226,0.4630913776549491,0.5060767351438127
