time,P_g_z,P_e_z,P_f_z,P_g_x,P_e_x,P_f_x,P_g_y,P_e_y,P_f_y
16,0.08130611987977841,0.9186938801202216,0.0,0.10079322930382927,0.443295271200031,0.45591149949613974,0.1036358357869236,0.4411470213102895,0.455217142902787
36,0.09696760599452055,0.9030323940054794,0.0,0.11878151308538587,0.43222079196253715,0.4489976949520771,0.11157182363717594,0.44118027521173564,0.4472479011510885
56,0.11467298869744012,0.8853270113025599,0.0,0.13793744768167968,0.413813650885978,0.44824890143234236,0.13701917526953822,0.43395677175389535,0.42902405297656643
76,0.1300789503942817,0.8699210496057184,8.673617379884035e-19,0.14332023504128885,0.40603722378369944,0.45064254117501173,0.14598435276470026,0.4192384767585292,0.43477717047677056
96,0.1459971592477672,0.8540028407522329,0.0,0.1663981439130369,0.39141361612447056,0.44218823996249257,0.16559828449392866,0.4161354720537965,0.41826624345227487
116,0.15675142284799415,0.8432485771520059,0.0,0.1803819645525865,0.38391656217413883,0.4357014732732747,0.18131278598554293,0.4120314172540548,0.40665579676040214
136,0.18140972242683304,0.818590277573167,0.0,0.19626435496531502,0.37570248791417366,0.4280331571205113,0.1994322564028013,0.401194907197502,0.3993728363996966
156,0.18764952039802535,0.8123504796019747,3.469446951953614e-18,0.21351597568349015,0.362010993213964,0.4244730311025459,0.2112988034364447,0.38896497863283447,0.3997362179307208
176,0.20779515036780663,0.7922048496321934,0.0,0.21726664704073148,0.35014850869469405,0.4325848442645745,0.22474279596996916,0.3871929713162587,0.3880642327137721
196,0.22655175503748168,0.7734482449625184,0.0,0.2412104181897454,0.34237730577285513,0.4164122760373995,0.23932279882752758,0.3850370916749762,0.3756401094974962
216,0.23534619874559873,0.7646538012544014,1.734723475976807e-18,0.2513241877953175,0.3327346541737712,0.4159411580309113,0.2556177801782815,0.3785688438096746,0.36581337601204394
236,0.24737838434366277,0.7526216156563372,1.734723475976807e-18,0.2655633855345871,0.323807393424394,0.41062922104101895,0.2619520933350248,0.36762401364957453,0.37042389301540074
256,0.2699530738138495,0.7286503152310851,0.0013966109550653423,0.27626174266041825,0.3126305390304203,0.41110771830916143,0.27880784688352717,0.35670557004555753,0.3644865830709153
276,0.27330884236183145,0.7262499241350949,0.00044123350307367915,0.290516046985781,0.30710746956822094,0.4023764834459982,0.29260968981488533,0.3606758725419398,0.34671443764317483
296,0.29104989836355516,0.7085859166584023,0.0003641849780424925,0.3029397436250336,0.29523590925023785,0.4018243471247286,0.30931091398079724,0.3496964848678527,0.34099260115135005
316,0.30071566833943203,0.6966605267004241,0.002623804960143914,0.31125491297233265,0.28629851381628846,0.4024465732113789,0.31358486517556466,0.3458328624382282,0.34058227238620714
336,0.3114711633852785,0.6861428480598201,0.0023859885549014203,0.32940451805368337,0.28374601935125293,0.3868494625950637,0.33289908753463154,0.3390338859837276,0.3280670264816409
356,0.32652832449078806,0.6706182531262987,0.0028534223829132345,0.34069124045809673,0.26750737943246494,0.3918013801094384,0.3384735615780631,0.3361777841412615,0.3253486542806754
376,0.33759639933834085,0.6597864802630152,0.0026171203986440133,0.3442836502775071,0.26120312751303537,0.3945132222094575,0.34942173667338183,0.3272532060369901,0.32332505728962807
396,0.35424368926967503,0.641514902748694,0.004241407981630912,0.36434126102367803,0.25382306594458487,0.3818356730317371,0.3652425339064989,0.3217633575355708,0.3129941085579303
416,0.36672087505541334,0.6278368531713983,0.005442271773188441,0.38070233364684064,0.2399993920555862,0.3792982742975732,0.37018911772680896,0.32339116819981023,0.3064197140733808
436,0.3714646338635532,0.6224191064629209,0.006116259673525972,0.3784724081361076,0.23456928712533165,0.38695830473856074,0.39700748223429594,0.30889911963818817,0.2940933981275158
456,0.38941979274805966,0.6040116571263846,0.006568550125555722,0.38979245331088425,0.22953273275011057,0.38067481393900526,0.4015804418345203,0.30296110786630015,0.29545845029917966
476,0.3946639754132648,0.5987563139841036,0.00657971060263164,0.4054357270023426,0.21807259019461356,0.3764916828030438,0.41387427008652783,0.2954318830973162,0.29069384681615607
496,0.40741657406112747,0.585514109821825,0.007069316117047596,0.4209449086540303,0.21139316565380756,0.36766192569216216,0.42019016695928646,0.28952695636023407,0.2902828766804795
516,0.412574956019072,0.5782076398449614,0.00921740413596672,0.4259765138810033,0.2065066966756123,0.36751678944338434,0.43098895687435523,0.2909488796123098,0.27806216351333496
536,0.42823856672916905,0.5627678405300621,0.008993592740768854,0.43383225832779,0.20289028876132972,0.36327745291088026,0.4395532061539055,0.2878095518367025,0.2726372420093921
556,0.4347652682434128,0.5547110266513606,0.010523705105226617,0.44230156118014313,0.19163885024467178,0.36605958857518517,0.45025328923586,0.27880171763769646,0.2709449931264436
576,0.4439883242825523,0.5433054976931871,0.012706178024260608,0.4533380863389244,0.18790877172181447,0.3587531419392611,0.4609599838772208,0.2704891756239494,0.26855084049882966
596,0.4520277914955168,0.5359351155483844,0.012037092956098772,0.46772804267457474,0.17590045961527823,0.35637149771014703,0.47048869432358786,0.2655722746304977,0.26393903104591443
616,0.4687246509750614,0.5202843500247581,0.010990999000180413,0.4681342124981422,0.17695082399890572,0.35491496350295204,0.48163856027174884,0.26410424497452956,0.2542571947537216
636,0.477200567425962,0.508510679941229,0.014288752632808988,0.48467426307587236,0.17158671850666513,0.34373901841746246,0.4927469084503491,0.25452481538301525,0.25272827616663573
656,0.48705218945931444,0.4971670969354006,0.01578071360528497,0.49362731637800766,0.16578955132427253,0.3405831322977198,0.5016010560411165,0.2517965423708306,0.2466024015880529
676,0.5011847020822859,0.4826587676580385,0.016156530259675526,0.501301235312858,0.15695602273584006,0.34174274195130205,0.5041695073119462,0.2576965828373935,0.2381339098506603
696,0.5095762827562738,0.474936783748297,0.015486933495429315,0.503656148909496,0.15653713554270757,0.3398067155477965,0.5120890641941436,0.2515325082878304,0.23637842751802612
716,0.50808290444134,0.47375520417143957,0.018161891387220536,0.5136781638766286,0.1497754469826299,0.33654638914074153,0.5184384935114043,0.24591789798701372,0.23564360850158192
736,0.5161669226348808,0.4637722774920261,0.020060799873093123,0.5216430993132699,0.14054192877369415,0.3378149719130359,0.5292869030633146,0.2442123910960869,0.22650070584059848
756,0.5294008027848662,0.45098534575912846,0.019613851456005332,0.5428105978727006,0.13080516203393525,0.3263842400933641,0.5429633897984639,0.23259622677420466,0.22444038342733139
776,0.5416263539273718,0.4384113810656833,0.019962265006944983,0.5397738663905948,0.1303421841050419,0.32988394950436334,0.5446829605860635,0.23853806052799262,0.2167789788859439
796,0.538073191356782,0.4395627838256387,0.02236402481757919,0.5509809881615151,0.12325542083630585,0.32576359100217916,0.5595048078822142,0.22798647326469557,0.2125087188530902
816,0.5487055116569168,0.4279989511448839,0.023295537198199275,0.5640181885746782,0.12205419646653452,0.3139276149587873,0.557778309448404,0.23247239177808465,0.20974929877351134
836,0.5576380502661907,0.41744339183426005,0.024918557899549217,0.5621451455262894,0.11124395760644255,0.32661089686726813,0.5730276494836788,0.22105994149663327,0.20591240901968785
856,0.5659181991927159,0.4079161735721904,0.026165627235093563,0.5722069335102656,0.10714356817575328,0.32064949831398115,0.5754307832498624,0.21832486194861145,0.20624435480152623
876,0.5726451183006418,0.4009097623105564,0.026445119388801803,0.5836543737447715,0.10370577618396697,0.3126398500712616,0.5839984102401236,0.2127524244239775,0.203249165335899
896,0.5828760066799508,0.39066195916674823,0.026462034153300996,0.5834241030349847,0.10091500258476113,0.31566089438025413,0.5912812967040805,0.21138465766520867,0.19733404563071097
916,0.5873732242092042,0.38244758326069145,0.03017919253010424,0.5969459228051038,0.09588680636659673,0.3071672708282995,0.598341372550359,0.2101864486753527,0.19147217877428824
936,0.5947404431788866,0.3760884125380029,0.02917114428311056,0.5957495662621477,0.09411984339759372,0.3101305903402586,0.6053014556717177,0.20493104429272613,0.18976750003555629
956,0.6002109029301366,0.3689368411911997,0.03085225587866383,0.609233278786498,0.08687328629640977,0.30389343491709225,0.6113900144152784,0.20243984144771074,0.18617014413701088
976,0.614649640335424,0.3536549102643503,0.03169544940022574,0.6201411948941821,0.08172596159701313,0.2981328435088049,0.6207988110536051,0.19694133353086388,0.1822598554155311
996,0.6154861335835466,0.35146566850753796,0.03304819790891532,0.62152292171193,0.08093693556530734,0.29754014272276263,0.6236299076084673,0.19572064494968455,0.18064944744184822
1016,0.6225686686512948,0.34463420782054877,0.03279712352815653,0.624721559103316,0.07989235691879645,0.2953860839778875,0.6404036347753052,0.18682827875269528,0.1727680864719996
1036,0.6290598557009544,0.3370964005496657,0.03384374374937998,0.6291230129801206,0.0683552599898028,0.30252172703007657,0.6380102792397181,0.19338710566505718,0.16860261509522478
1056,0.639217812381195,0.32533553150422156,0.03544665611458335,0.6348239684233082,0.07501823157987217,0.2901577999968196,0.6413790019880264,0.18806341544220997,0.17055758256976367
1076,0.6392897393001448,0.32672655498746117,0.033983705712394015,0.6492045216478636,0.06561474919643503,0.2851807291557014,0.6465745235171034,0.19024778160481273,0.16317769487808387
1096,0.6441960643981596,0.3188761536684025,0.03692778193343802,0.6558502245600305,0.05990543109975692,0.2842443443402127,0.6543902448152071,0.18008436321140653,0.16552539197338628
1116,0.6496382975053072,0.31173198757885723,0.03862971491583554,0.6516714761913647,0.06321022847171653,0.28511829533691885,0.6574815583278487,0.17892655573880112,0.16359188593335025
1136,0.6523099303373194,0.30986492427046125,0.03782514539221941,0.6565207015058534,0.06009523662122114,0.2833840618729255,0.6631596326558182,0.17862899501659635,0.15821137232758536
1156,0.6645285884251954,0.2926012569395962,0.04287015463520838,0.661440306407765,0.054874778107905725,0.2836849154843294,0.6735262609786787,0.17303302161331086,0.15344071740801044
1176,0.6718613970399894,0.28773950100934353,0.0403991019506671,0.6719638788000845,0.05205899488064171,0.2759771263192738,0.6783231698854932,0.17086521597254856,0.15081161414195823
1196,0.6687041799282715,0.28492966821884763,0.04636615185288099,0.6748063445608806,0.04960434178403541,0.27558931365508393,0.6822342728542269,0.1685066041188695,0.14925912302690353
1216,0.6769748159698166,0.27956134503031527,0.04346383899986821,0.6852497796188998,0.04708196993223344,0.2676682504488668,0.6783477481364283,0.16970690791816045,0.15194534394541132
1236,0.6817001399195423,0.27155464318176953,0.04674521689868825,0.6887668966503997,0.04199443185157992,0.26923867149802044,0.6870548751922544,0.16836686779071078,0.14457825701703486
1256,0.6814759949710991,0.27270395750396104,0.045820047524939955,0.6900685323103244,0.042308899095125585,0.26762256859455,0.6955970828714262,0.16713909788116227,0.13726381924741157
1276,0.6924017569830201,0.2609177240189905,0.046680518997989306,0.6878142201143456,0.04415448765889357,0.2680312922267608,0.7010848791370609,0.15698949271081983,0.1419256281521194
1296,0.7008202868631604,0.2518664171043955,0.04731329603244414,0.6984865624902071,0.038934427502911546,0.2625790100068814,0.7100817190406614,0.15449579285297116,0.1354224881063674
1316,0.7001127857574282,0.24915285388998398,0.050734360352587854,0.703152630049435,0.03629997210385726,0.26054739784670783,0.7070763369859359,0.15913108899399753,0.13379257402006667
1336,0.700525105061754,0.24846715267470887,0.05100774226353705,0.7076150828214546,0.03435685892863793,0.2580280582499075,0.7134227436608204,0.15276343739566403,0.13381381894351566
1356,0.7106350573602495,0.23782702673813313,0.05153791590161749,0.7116558600948835,0.03402811842152592,0.2543160214835906,0.7227270432232273,0.14997467922647165,0.12729827755030088
1376,0.7164900114466489,0.23450160159647682,0.04900838695687429,0.7109441544984197,0.029494717349358778,0.2595611281522215,0.7256334979681068,0.14995036150098123,0.12441614053091188
1396,0.7186845033754677,0.22768113931606457,0.05363435730846766,0.7224544880623762,0.025715068671098767,0.2518304432665251,0.7184818816250169,0.1498471791669382,0.13167093920804493
1416,0.7193258432733346,0.2229115159851135,0.05776264074155185,0.7309468327188203,0.026050514845673025,0.24300265243550667,0.7285957177950582,0.14697138932355414,0.12443289288138776
1436,0.7262752852974451,0.21810568290679924,0.0556190317957556,0.7303323414622681,0.024126356557766963,0.24554130197996496,0.7387012521714322,0.14559687515639147,0.11570187267217634
1456,0.7242213787194134,0.21664037234767816,0.05913824893290852,0.7301691027650425,0.021805221094254545,0.24802567614070295,0.7402403161963083,0.13994894887087578,0.11981073493281591
1476,0.73028204864884,0.21147848269573524,0.058239468655424766,0.7405882843365961,0.021771541733990027,0.23764017392941397,0.7384788099927224,0.14258028693062133,0.11894090307665627
1496,0.7358167470799449,0.20711581354854483,0.057067439371510306,0.7413014101517896,0.019814889508292233,0.23888370033991818,0.7419122421850887,0.13945933580376138,0.11862842201115005
1516,0.7359539290715988,0.2010126302535707,0.06303344067483051,0.7394358444116351,0.01925797722260447,0.2413061783657604,0.740403278511344,0.14226925782903682,0.11732746365961912
1536,0.7457779423261551,0.19256096713494109,0.06166109053890375,0.7496238081754671,0.015686139680058928,0.23469005214447394,0.749321291033084,0.13699315672633225,0.11368555224058374
1556,0.7501628255285523,0.1868587948959532,0.06297837957549446,0.7505862878354861,0.01628355921469731,0.2331301529498167,0.7541244243375307,0.1403278643088529,0.10554771135361643
1576,0.7470439917384035,0.19096490720086295,0.061991101060733515,0.7539297550433304,0.014609631132575006,0.23146061382409466,0.7647478744169113,0.13166651921209827,0.10358560637099051
1596,0.7595697590392192,0.17915079702638398,0.061279443934396924,0.7598596979087587,0.014490461835483522,0.22564984025575782,0.7607525960942183,0.13130126347912202,0.10794614042665979
1616,0.7632824814992921,0.17130673969226828,0.06541077880843964,0.7598089850179649,0.01298415554089585,0.22720685944113925,0.7680369787286686,0.1291222490522946,0.1028407722190368
1636,0.76106849153446,0.1727164360935531,0.06621507237198679,0.7637036413624757,0.011031944779285284,0.2252644138582391,0.7675982065171056,0.13015654264988202,0.10224525083301235
1656,0.7623796943534435,0.1721586774183568,0.06546162822819959,0.7696532576760521,0.011376237001539993,0.21897050532240786,0.7684596712442242,0.13312654838150037,0.09841378037427546
1676,0.7678674589494587,0.16497210109190177,0.06716043995863942,0.7724351511071265,0.009460981796608418,0.21810386709626503,0.7763256514303288,0.12296549229870962,0.10070885627096152
1696,0.7741720205105794,0.15837398577281664,0.06745399371660396,0.7752751827395189,0.008935991630747493,0.21578882562973356,0.7770940494239752,0.12413852098040168,0.09876742959562317
1716,0.7734761611859596,0.15495873771161342,0.071565101102427,0.7732437963548523,0.009244779473017467,0.21751142417213018,0.7784735575539584,0.1256705061261194,0.09585593631992222
1736,0.7763520501418154,0.15044703604799659,0.07320091381018798,0.7797841782726839,0.00873207331832305,0.21148374840899306,0.7790228487218009,0.12776572990640775,0.09321142137179148
1756,0.776631289675978,0.15108662132058512,0.07228208900343666,0.7850092934598519,0.006631281060576643,0.20835942547957134,0.7853310887556576,0.12035563693310194,0.09431327431124062
1776,0.7797659279227894,0.14756003683295363,0.07267403524425688,0.7835421256307268,0.005676906203820255,0.21078096816545308,0.7842061537821186,0.12537299995310164,0.09042084626477993
1796,0.7806103069196004,0.1433581183571262,0.07603157472327347,0.7863051406635293,0.0039338870469011284,0.20976097228956958,0.7910761403147291,0.11826322570644235,0.09066063397882863
1816,0.7902186796021571,0.1372268534542501,0.07255446694359267,0.7838389881706912,0.005972098045732228,0.21018891378357663,0.7977678762891529,0.11705722925212302,0.08517489445872414
1836,0.784307799025041,0.1385103461966915,0.07718185477826749,0.7904089070255358,0.0042435441804519435,0.20534754879401215,0.793921943970121,0.11762190088965432,0.08845615514022478
1856,0.7882547347839034,0.13227774678183463,0.07946751843426195,0.7894406777231044,0.0037038293869748437,0.20685549288992072,0.7957130006245993,0.12014556972898782,0.08414142964641287
1876,0.7876200386590483,0.13226623931283668,0.08011372202811502,0.7934701304756209,0.003548678999097043,0.20298119052528216,0.7991421340762239,0.11627231812565547,0.08458554779812062
1896,0.7931533974383466,0.1269285037641968,0.07991809879745665,0.803264082661185,0.001814469991872871,0.19492144734694228,0.8057849117234691,0.11020068135591975,0.08401440692061124
1916,0.8056344292591896,0.11650937374744054,0.0778561969933699,0.7981044356968378,0.002063402501821349,0.19983216180134078,0.8051903933324971,0.11279557426085286,0.08201403240665013
1936,0.8063745317430343,0.11733342495358072,0.07629204330338495,0.8087593751544254,0.0017593241691410896,0.18948130067643354,0.801898858404408,0.11377608235287222,0.08432505924271988
