time,P_g_z,P_e_z,P_f_z,P_g_x,P_e_x,P_f_x,P_g_y,P_e_y,P_f_y
16,0.05625,0.01655,0.9272,0.10295,0.4349,0.46215,0.1023,0.4223,0.4754
36,0.0567,0.0242,0.9191,0.1036,0.4673,0.4291,0.0978,0.42985,0.47235
56,0.0574,0.02905,0.91355,0.11415,0.4924,0.39345,0.1012,0.423,0.4758
76,0.05965,0.03445,0.9059,0.1151,0.5115,0.3734,0.0975,0.42655,0.47595
96,0.0627,0.0411,0.8962,0.11435,0.54745,0.3382,0.1002,0.4232,0.4766
116,0.0609,0.05055,0.88855,0.121,0.55735,0.32165,0.1054,0.41895,0.47565
136,0.0645,0.05915,0.87635,0.12305,0.59,0.28695,0.1066,0.42015,0.47325
156,0.06885,0.07185,0.8593,0.12925,0.6075,0.26325,0.10895,0.41345,0.4776
176,0.072,0.08795,0.84005,0.133,0.6243,0.2427,0.1092,0.41565,0.47515
196,0.0763,0.0962,0.8275,0.14,0.64325,0.21675,0.1099,0.4152,0.4749
216,0.0764,0.11785,0.80575,0.14345,0.65905,0.1975,0.1125,0.41415,0.47335
236,0.0819,0.12955,0.78855,0.15075,0.6699,0.17935,0.1152,0.4066,0.4782
256,0.0894,0.1484,0.7622,0.15425,0.6846,0.16115,0.12095,0.4047,0.47435
276,0.09215,0.1672,0.74065,0.15815,0.70185,0.14,0.1204,0.4004,0.4792
296,0.0981,0.1869,0.715,0.1647,0.7129,0.1224,0.1257,0.40365,0.47065
316,0.1009,0.2044,0.6947,0.17095,0.72675,0.1023,0.1334,0.3969,0.4697
336,0.1097,0.2204,0.6699,0.1766,0.7337,0.0897,0.13675,0.39595,0.4673
356,0.11595,0.23955,0.6445,0.1879,0.73735,0.07475,0.1424,0.3971,0.4605
376,0.1227,0.2601,0.6172,0.1838,0.7476,0.0686,0.14885,0.39405,0.4571
396,0.13635,0.27505,0.5886,0.19965,0.7457,0.05465,0.15665,0.38505,0.4583
416,0.143,0.2966,0.5604,0.19985,0.75195,0.0482,0.16305,0.37605,0.4609
436,0.1511,0.3134,0.5355,0.20785,0.7532,0.03895,0.16835,0.3806,0.45105
456,0.15945,0.3352,0.50535,0.2224,0.7461,0.0315,0.1815,0.37475,0.44375
476,0.1685,0.36015,0.47135,0.22615,0.74695,0.0269,0.17965,0.3722,0.44815
496,0.1779,0.37425,0.44785,0.2375,0.7374,0.0251,0.1913,0.3682,0.4405
516,0.18975,0.391,0.41925,0.2454,0.7304,0.0242,0.19875,0.3666,0.43465
536,0.19965,0.40775,0.3926,0.24905,0.72605,0.0249,0.2109,0.3623,0.4268
556,0.2147,0.4177,0.3676,0.26235,0.7121,0.02555,0.2182,0.358,0.4238
576,0.21735,0.44195,0.3407,0.2714,0.703,0.0256,0.22765,0.3522,0.42015
596,0.22815,0.4562,0.31565,0.2799,0.6892,0.0309,0.24455,0.3453,0.41015
616,0.2445,0.46885,0.28665,0.2909,0.6759,0.0332,0.2452,0.34055,0.41425
636,0.25805,0.4763,0.26565,0.2957,0.66515,0.03915,0.25615,0.3356,0.40825
656,0.26695,0.4884,0.24465,0.3039,0.6498,0.0463,0.2719,0.32635,0.40175
676,0.28015,0.5011,0.21875,0.31165,0.6313,0.05705,0.28215,0.3211,0.39675
696,0.28725,0.5201,0.19265,0.32115,0.621,0.05785,0.2882,0.3163,0.3955
