time,P_g_z,P_e_z,P_f_z,P_g_x,P_e_x,P_f_x,P_g_y,P_e_y,P_f_y
16,0.0734249813723867,0.46440048541957946,0.46217453320803376,0.09909062862160267,0.9004805555052081,0.00042881587318928036,0.08723946649628174,0.4431593532684474,0.46960118023527087
36,0.07669365657887658,0.46069411273963784,0.46261223068148555,0.11336770908716437,0.8862130474681978,0.00041924344463785054,0.094937283820991,0.4397679541603242,0.4652947620186848
56,0.0858593174906203,0.45280887725411223,0.46133180525526746,0.11475167412281274,0.8852483258771874,0.0,0.09933646306256609,0.4389230307291498,0.46174050620828416
76,0.09841409295929086,0.44962340872758216,0.451962498313127,0.12301184064560461,0.8761855920580869,0.0008025672963085217,0.10528408435678674,0.43069191864091116,0.46402399700230207
96,0.10016579266698127,0.45035129168039867,0.44948291565262,0.1351717189774229,0.8641637770561008,0.0006645039664763294,0.11339299184116103,0.4313080036556523,0.4552990045031866
116,0.11399749575499672,0.4365334030405183,0.4494691012044849,0.13621715179321509,0.8627274335043262,0.001055414702458662,0.12321408352854776,0.41967524848126975,0.4571106679901825
136,0.12219695271125279,0.42938871598252637,0.44841433130622094,0.14335705235728224,0.8538412709002483,0.0028016767424695163,0.13024550334788396,0.42131470010025357,0.44843979655186245
156,0.1351307857977053,0.4273744181205019,0.4374947960817928,0.1534043156936596,0.8443002880307939,0.002295396275546448,0.14190632094671798,0.4082117587178775,0.4498819203354045
176,0.1372468913712917,0.41941995060495463,0.4433331580237536,0.16244233886567075,0.83655666840801,0.001000992726319264,0.14609955781877176,0.40956596770469644,0.44433447447653185
196,0.14352359455627078,0.41727991730173924,0.43919648814199,0.1715883591298291,0.823787862012854,0.004623778857316982,0.15800771463769966,0.3998859608490157,0.44210632451328463
216,0.15237229709285482,0.4130452826074504,0.4345824202996948,0.1801260249752384,0.8162473000345,0.0036266749902616885,0.16151659025248033,0.3996050635656473,0.4388783461818724
236,0.1557459494068892,0.4068527331186851,0.4374013174744258,0.18726174297481654,0.8091416759151067,0.00359658111007689,0.17403648714709263,0.389473250024381,0.4364902628285263
256,0.16171133264346912,0.4006515385109269,0.43763712884560396,0.19251281684953817,0.8025773568202175,0.004909826330244321,0.17169941773870687,0.3935999084938466,0.43470067376744653
276,0.16884341521582355,0.4047264975020865,0.4264300872820899,0.20285040087128217,0.7926369999446329,0.0045125991840847795,0.18475402544587585,0.38973487995149947,0.4255110946026247
296,0.17908576367575618,0.393856164912743,0.4270580714115009,0.20894755217184746,0.7823099764318119,0.008742471396340707,0.1892933700876606,0.3835066067631841,0.4272000231491554
316,0.1859324756213801,0.3831530759503832,0.4309144484282367,0.20976547958967892,0.7841333155194268,0.006101204890894333,0.1994987341889464,0.3803405340813837,0.4201607317296699
336,0.19220917166878604,0.38657446845973076,0.42121635987148326,0.22036186254824183,0.7742570914020356,0.005381046049722659,0.20518403030591859,0.3775520088072023,0.4172639608868791
356,0.196900354537198,0.3796539055470803,0.4234457399157217,0.22752034605895483,0.7660489813127056,0.006430672628339532,0.21195185252674353,0.36088058415508273,0.42716756331817385
376,0.2018857872192977,0.369900334037695,0.4282138787430073,0.23466053249668062,0.759640570920208,0.005698896583111436,0.21972939948513429,0.35923251413733875,0.4210380863775271
396,0.21430218386027847,0.3637059310457568,0.42199188509396474,0.23703117952162045,0.7543473603184784,0.00862146015990119,0.2267328852370016,0.3580911137420755,0.41517600102092295
416,0.22001885386148687,0.3628297340379111,0.417151412100602,0.25064869536700446,0.7411697018907061,0.008181602742289485,0.2299783062069633,0.36018036759677485,0.40984132619626185
436,0.23013278323992267,0.3546798644788589,0.4151873522812184,0.2641205242801969,0.7255475707982805,0.010331904921522578,0.2307644036136289,0.356313931087062,0.4129216652993092
456,0.23303316025138723,0.35241774259838315,0.41454909715022964,0.2611138551256692,0.7301295816741462,0.008756563200184584,0.25078600975410403,0.3447026923833734,0.40451129786252243
476,0.23198671029627685,0.3506599340277494,0.41735335567597376,0.2672606581481579,0.7228286114903302,0.00991073036151183,0.24968843670303825,0.3445080447183797,0.4058035185785821
496,0.24910021744446015,0.34142653827562,0.40947324427992,0.2681758967585044,0.7233136637014707,0.0085104395400249,0.25705250899715193,0.33818230389050313,0.40476518711234494
516,0.25539956110831913,0.3421255414537653,0.4024748974379156,0.2802419279193871,0.7089399298019369,0.010818142278675976,0.26272536578404143,0.3335661405761101,0.4037084936398485
