time,P_g_z,P_e_z,P_f_z,P_g_x,P_e_x,P_f_x,P_g_y,P_e_y,P_f_y
16,0.13825,0.4281,0.43365,0.1955,0.79805,0.00645,0.1503,0.40655,0.44315
36,0.1451,0.4172,0.4377,0.202,0.7908,0.0072,0.1546,0.3987,0.4467
56,0.15355,0.4211,0.42535,0.20625,0.78685,0.0069,0.1675,0.39465,0.43785
76,0.16495,0.41665,0.4184,0.22485,0.76735,0.0078,0.1747,0.3894,0.4359
96,0.166,0.4108,0.4232,0.2304,0.7622,0.0074,0.1836,0.38805,0.42835
116,0.1728,0.41245,0.41475,0.23295,0.75715,0.0099,0.18905,0.3776,0.43335
136,0.18745,0.40995,0.4026,0.242,0.7494,0.0086,0.19895,0.37535,0.4257
156,0.19125,0.40955,0.3992,0.2516,0.73945,0.00895,0.2052,0.37375,0.42105
176,0.1982,0.40115,0.40065,0.25155,0.7402,0.00825,0.2093,0.3743,0.4164
196,0.2086,0.3978,0.3936,0.2632,0.7282,0.0086,0.2184,0.3589,0.4227
216,0.216,0.39025,0.39375,0.272,0.71715,0.01085,0.22465,0.3626,0.41275
236,0.2257,0.3913,0.383,0.27465,0.7173,0.00805,0.2376,0.344,0.4184
256,0.22995,0.3907,0.37935,0.28605,0.70485,0.0091,0.24605,0.34935,0.4046
276,0.24055,0.3837,0.37575,0.29215,0.69825,0.0096,0.2458,0.34855,0.40565
296,0.2379,0.3868,0.3753,0.2949,0.6935,0.0116,0.26605,0.339,0.39495
316,0.25565,0.37605,0.3683,0.30525,0.68335,0.0114,0.2657,0.33555,0.39875
336,0.2617,0.36625,0.37205,0.3033,0.6868,0.0099,0.26475,0.33585,0.3994
356,0.2683,0.3743,0.3574,0.3091,0.68035,0.01055,0.2751,0.32995,0.39495
376,0.2766,0.3651,0.3583,0.3215,0.66645,0.01205,0.2867,0.3265,0.3868
396,0.276,0.36785,0.35615,0.33195,0.6559,0.01215,0.29925,0.32185,0.3789
416,0.2935,0.3572,0.3493,0.3372,0.6506,0.0122,0.30245,0.3115,0.38605
436,0.2947,0.3576,0.3477,0.34165,0.64785,0.0105,0.30265,0.31465,0.3827
456,0.30245,0.3531,0.34445,0.35215,0.6345,0.01335,0.31315,0.31245,0.3744
476,0.3067,0.3578,0.3355,0.36175,0.6268,0.01145,0.3169,0.3049,0.3782
496,0.32285,0.34815,0.329,0.36305,0.62535,0.0116,0.32225,0.30245,0.3753
516,0.3313,0.338,0.3307,0.37235,0.61495,0.0127,0.33115,0.3012,0.36765
536,0.32875,0.34515,0.3261,0.37275,0.61415,0.0131,0.34175,0.29315,0.3651
556,0.33745,0.34175,0.3208,0.38855,0.5996,0.01185,0.3392,0.2941,0.3667
576,0.34265,0.3393,0.31805,0.38415,0.6036,0.01225,0.3502,0.28815,0.36165
596,0.34875,0.3387,0.31255,0.38785,0.59755,0.0146,0.35315,0.28505,0.3618
616,0.35775,0.33125,0.311,0.39495,0.5921,0.01295,0.36485,0.2795,0.35565
636,0.35585,0.3366,0.30755,0.40345,0.58435,0.0122,0.3718,0.2773,0.3509
656,0.36875,0.3235,0.30775,0.40905,0.57815,0.0128,0.37415,0.2715,0.35435
676,0.37255,0.3207,0.30675,0.41385,0.5712,0.01495,0.38395,0.2692,0.34685
696,0.38055,0.31805,0.3014,0.4232,0.56355,0.01325,0.3848,0.26235,0.35285
716,0.3844,0.3147,0.3009,0.4305,0.55535,0.01415,0.39595,0.25625,0.3478
736,0.3893,0.31485,0.29585,0.43465,0.55205,0.0133,0.39685,0.26365,0.3395
756,0.39755,0.3119,0.29055,0.434,0.55155,0.01445,0.39595,0.25845,0.3456
776,0.4018,0.30955,0.28865,0.4447,0.5409,0.0144,0.40745,0.25595,0.3366
796,0.4123,0.3108,0.2769,0.4453,0.5395,0.0152,0.41645,0.25485,0.3287
816,0.415,0.31295,0.27205,0.4513,0.53425,0.01445,0.4253,0.24465,0.33005
836,0.4228,0.30205,0.27515,0.4631,0.5206,0.0163,0.4234,0.2452,0.3314
856,0.42725,0.29575,0.277,0.4653,0.51985,0.01485,0.4306,0.241,0.3284
876,0.43255,0.3027,0.26475,0.46525,0.52025,0.0145,0.4423,0.2366,0.3211
896,0.4406,0.29195,0.26745,0.4745,0.51065,0.01485,0.44035,0.2337,0.32595
916,0.44425,0.29265,0.2631,0.4794,0.50495,0.01565,0.45315,0.22985,0.317
936,0.4499,0.29,0.2601,0.48475,0.49905,0.0162,0.4541,0.23225,0.31365
956,0.4592,0.28355,0.25725,0.494,0.49165,0.01435,0.4607,0.22935,0.30995
976,0.45815,0.28965,0.2522,0.4961,0.48755,0.01635,0.4618,0.23115,0.30705
996,0.4695,0.28255,0.24795,0.49225,0.49145,0.0163,0.4627,0.2246,0.3127
1016,0.47385,0.27915,0.247,0.50285,0.48065,0.0165,0.4825,0.21645,0.30105
1036,0.47095,0.2809,0.24815,0.5173,0.4671,0.0156,0.4811,0.2159,0.303
1056,0.48395,0.2707,0.24535,0.5226,0.46155,0.01585,0.48,0.218,0.302
1076,0.4849,0.27625,0.23885,0.52055,0.46365,0.0158,0.49215,0.2102,0.29765
1096,0.4878,0.2672,0.245,0.5251,0.45945,0.01545,0.49655,0.20935,0.2941
1116,0.5006,0.26405,0.23535,0.5332,0.4515,0.0153,0.50135,0.2088,0.28985
1136,0.50395,0.25965,0.2364,0.52975,0.45325,0.017,0.50275,0.19995,0.2973
