time,P_g_z,P_e_z,P_f_z,P_g_x,P_e_x,P_f_x,P_g_y,P_e_y,P_f_y
16,0.1368,0.42465,0.43855,0.19355,0.79925,0.0072,0.1553,0.4091,0.4356
36,0.14605,0.42015,0.4338,0.2038,0.78715,0.00905,0.1624,0.4009,0.4367
56,0.1565,0.41335,0.43015,0.2147,0.777,0.0083,0.16975,0.396,0.43425
76,0.16065,0.41125,0.4281,0.21745,0.77425,0.0083,0.1759,0.3911,0.433
96,0.1711,0.40365,0.42525,0.22525,0.7657,0.00905,0.1779,0.39255,0.42955
116,0.17615,0.41045,0.4134,0.23415,0.75585,0.01,0.19325,0.37975,0.427
136,0.1857,0.40025,0.41405,0.2393,0.7505,0.0102,0.1963,0.3799,0.4238
156,0.191,0.3878,0.4212,0.2471,0.74425,0.00865,0.21025,0.36785,0.4219
176,0.19935,0.3923,0.40835,0.25545,0.736,0.00855,0.2084,0.37175,0.41985
196,0.20425,0.3864,0.40935,0.25655,0.73295,0.0105,0.22435,0.35925,0.4164
216,0.21515,0.3776,0.40725,0.27125,0.7188,0.00995,0.22365,0.36555,0.4108
236,0.2212,0.37495,0.40385,0.27265,0.7169,0.01045,0.23095,0.35625,0.4128
256,0.2248,0.3749,0.4003,0.28325,0.70645,0.0103,0.23815,0.3544,0.40745
276,0.2366,0.368,0.3954,0.2865,0.7033,0.0102,0.24325,0.35015,0.4066
296,0.24155,0.36535,0.3931,0.2876,0.7016,0.0108,0.255,0.3429,0.4021
316,0.25125,0.3606,0.38815,0.29485,0.69275,0.0124,0.2611,0.3447,0.3942
336,0.26,0.35225,0.38775,0.3041,0.68455,0.01135,0.2633,0.3386,0.3981
356,0.26115,0.35375,0.3851,0.31055,0.6768,0.01265,0.27185,0.33045,0.3977
376,0.27065,0.34835,0.381,0.3162,0.67155,0.01225,0.2799,0.3268,0.3933
396,0.2762,0.34505,0.37875,0.32765,0.6607,0.01165,0.2827,0.3253,0.392
416,0.28775,0.34145,0.3708,0.3323,0.65525,0.01245,0.2938,0.31845,0.38775
436,0.2967,0.33865,0.36465,0.3361,0.6514,0.0125,0.3004,0.31535,0.38425
