time,P_g_z,P_e_z,P_f_z,P_g_x,P_e_x,P_f_x,P_g_y,P_e_y,P_f_y
16,0.1814,0.8139,0.0047,0.1698,0.40325,0.42695,0.16895,0.39755,0.4335
36,0.1942,0.7977,0.0081,0.1853,0.39015,0.42455,0.18695,0.3946,0.41845
56,0.20715,0.7862,0.00665,0.19965,0.38195,0.4184,0.20165,0.38695,0.4114
76,0.21675,0.77545,0.0078,0.2146,0.3764,0.409,0.21615,0.3782,0.40565
96,0.23905,0.75505,0.0059,0.2212,0.37345,0.40535,0.22835,0.3713,0.40035
116,0.2503,0.7424,0.0073,0.2369,0.36565,0.39745,0.2435,0.3649,0.3916
136,0.2643,0.7282,0.0075,0.2534,0.35935,0.38725,0.25205,0.3657,0.38225
156,0.26795,0.72375,0.0083,0.26955,0.34785,0.3826,0.2652,0.3621,0.3727
176,0.2941,0.69865,0.00725,0.27995,0.33975,0.3803,0.2782,0.3546,0.3672
196,0.3017,0.6903,0.008,0.29475,0.32985,0.3754,0.2931,0.3454,0.3615
216,0.318,0.67475,0.00725,0.3072,0.31835,0.37445,0.3116,0.33675,0.35165
236,0.33015,0.66205,0.0078,0.3148,0.3204,0.3648,0.31995,0.3363,0.34375
256,0.3435,0.6492,0.0073,0.3278,0.3082,0.364,0.3302,0.32935,0.34045
276,0.3483,0.6433,0.0084,0.3372,0.30295,0.35985,0.341,0.3207,0.3383
296,0.364,0.6279,0.0081,0.34945,0.29945,0.3511,0.3546,0.3172,0.3282
316,0.37375,0.6195,0.00675,0.36155,0.2929,0.34555,0.3654,0.31165,0.32295
336,0.37675,0.6157,0.00755,0.3748,0.28455,0.34065,0.38645,0.29835,0.3152
356,0.3977,0.5954,0.0069,0.38085,0.2818,0.33735,0.3848,0.29875,0.31645
376,0.4049,0.5877,0.0074,0.3988,0.2719,0.3293,0.39445,0.2978,0.30775
396,0.42005,0.5716,0.00835,0.41065,0.26855,0.3208,0.40915,0.29035,0.3005
416,0.43455,0.55745,0.008,0.42095,0.25585,0.3232,0.4209,0.2857,0.2934
436,0.4355,0.55705,0.00745,0.43895,0.24995,0.3111,0.43275,0.2765,0.29075
456,0.4501,0.54165,0.00825,0.43875,0.24885,0.3124,0.44185,0.27405,0.2841
476,0.4582,0.5335,0.0083,0.4468,0.24475,0.30845,0.44875,0.2703,0.28095
496,0.4657,0.5252,0.0091,0.45185,0.23575,0.3124,0.46475,0.2588,0.27645
516,0.477,0.51545,0.00755,0.46905,0.22605,0.3049,0.466,0.26385,0.27015
536,0.4865,0.5042,0.0093,0.4741,0.2291,0.2968,0.48385,0.25175,0.2644
556,0.50185,0.48935,0.0088,0.4858,0.22265,0.29155,0.49155,0.25165,0.2568
576,0.50185,0.4901,0.00805,0.4928,0.2146,0.2926,0.50365,0.24565,0.2507
596,0.5102,0.4796,0.0102,0.5123,0.20575,0.28195,0.501,0.24715,0.25185
616,0.5185,0.4713,0.0102,0.5147,0.2003,0.285,0.51835,0.2383,0.24335
636,0.5271,0.4636,0.0093,0.52365,0.19955,0.2768,0.52685,0.23075,0.2424
656,0.53215,0.45855,0.0093,0.5317,0.19395,0.27435,0.53745,0.2231,0.23945
676,0.54995,0.4409,0.00915,0.53715,0.19075,0.2721,0.5406,0.22095,0.23845
696,0.5519,0.4387,0.0094,0.53735,0.188,0.27465,0.55205,0.22075,0.2272
716,0.56175,0.42735,0.0109,0.55045,0.18825,0.2613,0.55095,0.21785,0.2312
736,0.56465,0.425,0.01035,0.5623,0.1796,0.2581,0.56545,0.21425,0.2203
756,0.57175,0.4176,0.01065,0.57075,0.1736,0.25565,0.57365,0.20805,0.2183
776,0.57825,0.41015,0.0116,0.5775,0.1665,0.256,0.581,0.20355,0.21545
796,0.59235,0.39675,0.0109,0.5795,0.1671,0.2534,0.5925,0.20185,0.20565
816,0.60035,0.38955,0.0101,0.5881,0.15895,0.25295,0.5956,0.1975,0.2069
836,0.60555,0.38345,0.011,0.6005,0.15675,0.24275,0.59895,0.19705,0.204
856,0.60465,0.384,0.01135,0.5993,0.15835,0.24235,0.60685,0.19085,0.2023
876,0.61875,0.37075,0.0105,0.61035,0.1498,0.23985,0.61575,0.1882,0.19605
896,0.62965,0.35845,0.0119,0.6191,0.14595,0.23495,0.6189,0.18945,0.19165
916,0.6284,0.3589,0.0127,0.62195,0.1451,0.23295,0.62345,0.18245,0.1941
936,0.6299,0.35745,0.01265,0.63585,0.14125,0.2229,0.6346,0.17845,0.18695
956,0.6403,0.34785,0.01185,0.63065,0.13755,0.2318,0.63945,0.1801,0.18045
976,0.65395,0.33445,0.0116,0.6439,0.13205,0.22405,0.6512,0.17065,0.17815
996,0.6528,0.335,0.0122,0.65215,0.1241,0.22375,0.6483,0.1734,0.1783
1016,0.66285,0.32485,0.0123,0.6583,0.12855,0.21315,0.6599,0.16515,0.17495
1036,0.66775,0.3196,0.01265,0.66495,0.1179,0.21715,0.66535,0.1631,0.17155
1056,0.66685,0.3201,0.01305,0.6647,0.1185,0.2168,0.66875,0.1654,0.16585
1076,0.68165,0.3054,0.01295,0.6722,0.11665,0.21115,0.68005,0.15445,0.1655
1096,0.68715,0.2993,0.01355,0.68225,0.11165,0.2061,0.68135,0.1579,0.16075
1116,0.69055,0.29625,0.0132,0.6794,0.11355,0.20705,0.68385,0.1582,0.15795
1136,0.6934,0.2932,0.0134,0.6862,0.10545,0.20835,0.69495,0.14815,0.1569
1156,0.69785,0.28895,0.0132,0.69395,0.10915,0.1969,0.69705,0.1522,0.15075
1176,0.70515,0.28025,0.0146,0.69625,0.10615,0.1976,0.70065,0.14815,0.1512
1196,0.71475,0.27305,0.0122,0.699,0.10175,0.19925,0.71275,0.13995,0.1473
1216,0.7199,0.2665,0.0136,0.70645,0.09775,0.1958,0.7114,0.14145,0.14715
1236,0.72295,0.2638,0.01325,0.7094,0.09785,0.19275,0.71915,0.139,0.14185
1256,0.7283,0.2581,0.0136,0.7186,0.0914,0.19,0.72205,0.1384,0.13955
1276,0.7403,0.24755,0.01215,0.7234,0.08735,0.18925,0.7275,0.1354,0.1371
1296,0.73345,0.2521,0.01445,0.7315,0.08555,0.18295,0.73555,0.13335,0.1311
1316,0.73965,0.24435,0.016,0.7321,0.08435,0.18355,0.7416,0.12685,0.13155
1336,0.746,0.23855,0.01545,0.7341,0.08475,0.18115,0.74455,0.1265,0.12895
1356,0.75235,0.2313,0.01635,0.7365,0.0815,0.182,0.74655,0.12495,0.1285
1376,0.75085,0.23605,0.0131,0.749,0.078,0.173,0.7602,0.119,0.1208
1396,0.75355,0.2313,0.01515,0.74165,0.0771,0.18125,0.7563,0.1222,0.1215
1416,0.7607,0.22375,0.01555,0.75975,0.07065,0.1696,0.7594,0.1206,0.12
1436,0.7607,0.22435,0.01495,0.75875,0.07545,0.1658,0.76065,0.11605,0.1233
1456,0.7684,0.21665,0.01495,0.7576,0.0746,0.1678,0.7661,0.1182,0.1157
1476,0.7684,0.2145,0.0171,0.76285,0.0695,0.16765,0.76955,0.1121,0.11835
1496,0.77625,0.20815,0.0156,0.7704,0.06785,0.16175,0.77735,0.10915,0.1135
1516,0.77515,0.20845,0.0164,0.77805,0.06295,0.159,0.7801,0.1105,0.1094
1536,0.7871,0.19645,0.01645,0.7817,0.0612,0.1571,0.7811,0.1071,0.1118
1556,0.7902,0.1931,0.0167,0.77785,0.06595,0.1562,0.7866,0.10595,0.10745
1576,0.78975,0.1935,0.01675,0.78355,0.0619,0.15455,0.79435,0.1033,0.10235
1596,0.7909,0.19105,0.01805,0.7835,0.06125,0.15525,0.78835,0.10625,0.1054
1616,0.79735,0.18495,0.0177,0.789,0.05975,0.15125,0.7978,0.1008,0.1014
1636,0.80155,0.18265,0.0158,0.7975,0.05335,0.14915,0.8081,0.09595,0.09595
1656,0.8043,0.1792,0.0165,0.79685,0.0561,0.14705,0.80395,0.0991,0.09695
1676,0.80585,0.17675,0.0174,0.80355,0.05075,0.1457,0.80455,0.098,0.09745
1696,0.81115,0.17155,0.0173,0.80725,0.0524,0.14035,0.81195,0.0945,0.09355
1716,0.8118,0.17025,0.01795,0.80675,0.0481,0.14515,0.8112,0.0948,0.094
1736,0.8115,0.17015,0.01835,0.81005,0.04925,0.1407,0.82185,0.0895,0.08865
1756,0.8232,0.15985,0.01695,0.8143,0.04565,0.14005,0.81695,0.09345,0.0896
1776,0.82495,0.1591,0.01595,0.81445,0.04425,0.1413,0.82155,0.09225,0.0862
1796,0.82285,0.16015,0.017,0.8206,0.0439,0.1355,0.82665,0.0872,0.08615
1816,0.82615,0.1562,0.01765,0.82355,0.0421,0.13435,0.82435,0.0876,0.08805
1836,0.8265,0.1536,0.0199,0.82545,0.03995,0.1346,0.8245,0.08795,0.08755
1856,0.83575,0.14595,0.0183,0.82745,0.03925,0.1333,0.82645,0.085,0.08855
1876,0.83705,0.1425,0.02045,0.83365,0.0402,0.12615,0.8306,0.0854,0.084
1896,0.83505,0.1438,0.02115,0.8355,0.03825,0.12625,0.84085,0.0793,0.07985
1916,0.8417,0.13765,0.02065,0.8378,0.03635,0.12585,0.84235,0.08065,0.077
1936,0.8486,0.1339,0.0175,0.8387,0.03565,0.12565,0.84905,0.07655,0.0744
1956,0.8461,0.1331,0.0208,0.83745,0.0341,0.12845,0.848,0.0782,0.0738
1976,0.85345,0.12705,0.0195,0.846,0.0317,0.1223,0.8522,0.0753,0.0725
1996,0.84965,0.13085,0.0195,0.8483,0.0315,0.1202,0.851,0.0771,0.0719
2016,0.8541,0.12695,0.01895,0.84845,0.03105,0.1205,0.85195,0.07555,0.0725
2036,0.85195,0.1276,0.02045,0.8547,0.03055,0.11475,0.8511,0.07755,0.07135
2056,0.8605,0.1182,0.0213,0.85725,0.0282,0.11455,0.86415,0.07045,0.0654
2076,0.8572,0.12225,0.02055,0.85335,0.02955,0.1171,0.85905,0.07125,0.0697
2096,0.8626,0.1152,0.0222,0.85595,0.02635,0.1177,0.86025,0.069,0.07075
2116,0.86355,0.11465,0.0218,0.8613,0.02505,0.11365,0.86385,0.0706,0.06555
