time,P_g_z,P_e_z,P_f_z,P_g_x,P_e_x,P_f_x,P_g_y,P_e_y,P_f_y
16,0.1357,0.4199,0.4444,0.1033,0.01755,0.87915,0.153,0.40575,0.44125
36,0.14625,0.40215,0.4516,0.11155,0.0179,0.87055,0.1617,0.39805,0.44025
56,0.14775,0.406,0.44625,0.1257,0.0176,0.8567,0.16705,0.4009,0.43205
76,0.16045,0.3989,0.44065,0.12905,0.01815,0.8528,0.17845,0.39645,0.4251
96,0.1654,0.3891,0.4455,0.1313,0.01735,0.85135,0.1831,0.3997,0.4172
116,0.16935,0.387,0.44365,0.14075,0.0161,0.84315,0.1913,0.39345,0.41525
136,0.1799,0.37995,0.44015,0.1506,0.01705,0.83235,0.19575,0.39575,0.4085
156,0.1836,0.3691,0.4473,0.15995,0.01865,0.8214,0.1999,0.3902,0.4099
176,0.1843,0.36535,0.45035,0.1643,0.02045,0.81525,0.20675,0.38795,0.4053
196,0.199,0.35815,0.44285,0.17305,0.0199,0.80705,0.22215,0.38305,0.3948
216,0.1985,0.35265,0.44885,0.18315,0.02075,0.7961,0.22565,0.38405,0.3903
236,0.2107,0.3479,0.4414,0.1853,0.02005,0.79465,0.22925,0.38175,0.389
256,0.2157,0.33855,0.44575,0.19335,0.0203,0.78635,0.2379,0.3783,0.3838
276,0.2222,0.32945,0.44835,0.2044,0.01975,0.77585,0.235,0.38565,0.37935
296,0.22955,0.32495,0.4455,0.2045,0.02175,0.77375,0.24645,0.3768,0.37675
316,0.2321,0.32105,0.44685,0.2113,0.0219,0.7668,0.2581,0.3697,0.3722
336,0.2343,0.31835,0.44735,0.2153,0.0201,0.7646,0.2597,0.36695,0.37335
356,0.2514,0.3104,0.4382,0.22295,0.02295,0.7541,0.26375,0.37175,0.3645
376,0.2489,0.3039,0.4472,0.22325,0.0227,0.75405,0.27435,0.3638,0.36185
396,0.2516,0.3025,0.4459,0.2351,0.02295,0.74195,0.28375,0.3624,0.35385
416,0.26415,0.2905,0.44535,0.2377,0.02155,0.74075,0.28415,0.36695,0.3489
436,0.265,0.28815,0.44685,0.2421,0.02595,0.73195,0.28945,0.36435,0.3462
456,0.2724,0.28195,0.44565,0.2469,0.0268,0.7263,0.2926,0.35585,0.35155
476,0.2681,0.28025,0.45165,0.25945,0.028,0.71255,0.29975,0.3535,0.34675
496,0.28165,0.27485,0.4435,0.26165,0.02575,0.7126,0.3001,0.3581,0.3418
516,0.2835,0.2657,0.4508,0.2662,0.0261,0.7077,0.30315,0.3527,0.34415
536,0.2884,0.2667,0.4449,0.2709,0.0284,0.7007,0.3115,0.35425,0.33425
556,0.2956,0.2627,0.4417,0.27885,0.0302,0.69095,0.3123,0.3532,0.3345
576,0.2949,0.2581,0.447,0.28195,0.03105,0.687,0.31995,0.348,0.33205
596,0.30175,0.2517,0.44655,0.28455,0.02895,0.6865,0.32135,0.3509,0.32775
616,0.3047,0.2451,0.4502,0.28825,0.03145,0.6803,0.327,0.3471,0.3259
636,0.3081,0.2381,0.4538,0.2953,0.03255,0.67215,0.3334,0.34965,0.31695
656,0.31805,0.2346,0.44735,0.3009,0.034,0.6651,0.33925,0.34435,0.3164
676,0.315,0.23405,0.45095,0.30885,0.0315,0.65965,0.3401,0.34435,0.31555
696,0.32075,0.23015,0.4491,0.3118,0.0347,0.6535,0.3445,0.3433,0.3122
716,0.3285,0.22535,0.44615,0.3135,0.0348,0.6517,0.3521,0.3344,0.3135
736,0.3305,0.2229,0.4466,0.321,0.0357,0.6433,0.3565,0.33665,0.30685
756,0.3429,0.2096,0.4475,0.3192,0.03575,0.64505,0.3628,0.33495,0.30225
776,0.33845,0.21755,0.444,0.32425,0.03955,0.6362,0.36045,0.33795,0.3016
796,0.341,0.21155,0.44745,0.32585,0.03855,0.6356,0.3644,0.3398,0.2958
816,0.34095,0.2087,0.45035,0.32895,0.0414,0.62965,0.3715,0.32865,0.29985
836,0.3526,0.205,0.4424,0.34365,0.04165,0.6147,0.3709,0.33075,0.29835
856,0.3554,0.19635,0.44825,0.3439,0.04615,0.60995,0.3779,0.33045,0.29165
876,0.36375,0.18885,0.4474,0.34935,0.0451,0.60555,0.3755,0.3311,0.2934
896,0.3576,0.18835,0.45405,0.34655,0.04495,0.6085,0.3868,0.3228,0.2904
916,0.36415,0.1876,0.44825,0.35245,0.0446,0.60295,0.3895,0.32615,0.28435
936,0.36835,0.188,0.44365,0.3569,0.04885,0.59425,0.38645,0.33,0.28355
956,0.36775,0.18275,0.4495,0.3653,0.0484,0.5863,0.3929,0.3244,0.2827
976,0.37035,0.18155,0.4481,0.3701,0.04555,0.58435,0.403,0.31795,0.27905
996,0.37035,0.1811,0.44855,0.3749,0.04875,0.57635,0.4004,0.3194,0.2802
1016,0.3857,0.1757,0.4386,0.37035,0.0529,0.57675,0.40235,0.31775,0.2799
1036,0.37935,0.1712,0.44945,0.377,0.05655,0.56645,0.4101,0.3143,0.2756
1056,0.3837,0.1746,0.4417,0.377,0.04915,0.57385,0.408,0.31405,0.27795
1076,0.3866,0.1681,0.4453,0.3864,0.0515,0.5621,0.4143,0.3158,0.2699
1096,0.39225,0.1658,0.44195,0.3814,0.0559,0.5627,0.4203,0.3128,0.2669
1116,0.38585,0.161,0.45315,0.386,0.05715,0.55685,0.417,0.31335,0.26965
1136,0.4018,0.1578,0.4404,0.39285,0.05505,0.5521,0.424,0.3077,0.2683
1156,0.3969,0.1588,0.4443,0.3892,0.0602,0.5506,0.42975,0.3053,0.26495
1176,0.3974,0.15155,0.45105,0.39995,0.0575,0.54255,0.43005,0.3114,0.25855
1196,0.4047,0.1477,0.4476,0.4017,0.0563,0.542,0.4255,0.3118,0.2627
1216,0.412,0.14905,0.43895,0.4011,0.0592,0.5397,0.43145,0.3046,0.26395
1236,0.40915,0.1489,0.44195,0.4035,0.06305,0.53345,0.4358,0.3035,0.2607
1256,0.42045,0.1406,0.43895,0.4056,0.0605,0.5339,0.43985,0.30015,0.26
1276,0.4201,0.14045,0.43945,0.4082,0.06425,0.52755,0.44015,0.3011,0.25875
1296,0.4177,0.1369,0.4454,0.4177,0.0652,0.5171,0.43855,0.3068,0.25465
1316,0.4203,0.1388,0.4409,0.41775,0.06545,0.5168,0.4504,0.29565,0.25395
1336,0.42375,0.13885,0.4374,0.419,0.06645,0.51455,0.4488,0.297,0.2542
1356,0.4227,0.12905,0.44825,0.42645,0.06675,0.5068,0.4497,0.299,0.2513
1376,0.4307,0.1292,0.4401,0.4265,0.06645,0.50705,0.4551,0.29225,0.25265
1396,0.4289,0.13355,0.43755,0.4203,0.0735,0.5062,0.45685,0.2982,0.24495
1416,0.43345,0.12885,0.4377,0.433,0.0699,0.4971,0.45205,0.2981,0.24985
1436,0.4286,0.12405,0.44735,0.4346,0.0692,0.4962,0.46085,0.2944,0.24475
1456,0.4335,0.12155,0.44495,0.43455,0.07015,0.4953,0.4557,0.295,0.2493
1476,0.4333,0.11925,0.44745,0.43945,0.0736,0.48695,0.45805,0.2974,0.24455
1496,0.44755,0.1188,0.43365,0.44155,0.07425,0.4842,0.4659,0.2914,0.2427
1516,0.4319,0.12,0.4481,0.4389,0.07905,0.48205,0.46895,0.2839,0.24715
1536,0.44885,0.11265,0.4385,0.4376,0.07615,0.48625,0.46395,0.2947,0.24135
1556,0.4485,0.11095,0.44055,0.4411,0.07835,0.48055,0.4731,0.288,0.2389
1576,0.4513,0.1124,0.4363,0.44965,0.0775,0.47285,0.47205,0.288,0.23995
1596,0.44515,0.1111,0.44375,0.44735,0.08095,0.4717,0.4743,0.2874,0.2383
1616,0.4476,0.10785,0.44455,0.444,0.0818,0.4742,0.4846,0.287,0.2284
1636,0.4504,0.10385,0.44575,0.4532,0.0818,0.465,0.48205,0.2856,0.23235
1656,0.45475,0.1046,0.44065,0.45545,0.08135,0.4632,0.4775,0.28425,0.23825
1676,0.46105,0.1009,0.43805,0.4646,0.0853,0.4501,0.48185,0.28645,0.2317
1696,0.45745,0.10395,0.4386,0.4542,0.0849,0.4609,0.4868,0.2803,0.2329
1716,0.46095,0.10495,0.4341,0.45665,0.08565,0.4577,0.4831,0.2846,0.2323
1736,0.46475,0.09805,0.4372,0.4634,0.08425,0.45235,0.48295,0.28515,0.2319
1756,0.453,0.10215,0.44485,0.4627,0.08915,0.44815,0.4881,0.28115,0.23075
1776,0.4687,0.09965,0.43165,0.46555,0.08805,0.4464,0.4942,0.27865,0.22715
1796,0.46805,0.09495,0.437,0.4759,0.0871,0.437,0.49285,0.2775,0.22965
1816,0.46435,0.09415,0.4415,0.47165,0.0897,0.43865,0.496,0.27,0.234
1836,0.4722,0.0969,0.4309,0.4731,0.08855,0.43835,0.49605,0.27445,0.2295
1856,0.47015,0.0948,0.43505,0.4774,0.0918,0.4308,0.4912,0.27935,0.22945
1876,0.46965,0.0928,0.43755,0.4835,0.0919,0.4246,0.49645,0.28015,0.2234
1896,0.4773,0.09105,0.43165,0.4813,0.095,0.4237,0.4893,0.2834,0.2273
1916,0.47465,0.09085,0.4345,0.4856,0.09535,0.41905,0.50805,0.27025,0.2217
1936,0.47325,0.08395,0.4428,0.4783,0.0979,0.4238,0.50355,0.27655,0.2199
1956,0.4816,0.0842,0.4342,0.4894,0.0989,0.4117,0.50355,0.27585,0.2206
1976,0.48095,0.08115,0.4379,0.47995,0.09865,0.4214,0.50685,0.27005,0.2231
1996,0.4776,0.0854,0.437,0.48505,0.0988,0.41615,0.5018,0.2759,0.2223
2016,0.4829,0.08285,0.43425,0.48355,0.09575,0.4207,0.51065,0.27055,0.2188
2036,0.4826,0.0815,0.4359,0.49025,0.09985,0.4099,0.5168,0.26335,0.21985
2056,0.48405,0.0803,0.43565,0.4985,0.10255,0.39895,0.50885,0.27235,0.2188
2076,0.4841,0.0781,0.4378,0.4897,0.1073,0.403,0.51625,0.2679,0.21585
2096,0.49065,0.07575,0.4336,0.48825,0.1008,0.41095,0.5122,0.2638,0.224
2116,0.48375,0.07955,0.4367,0.5019,0.10375,0.39435,0.5101,0.2687,0.2212
2136,0.4891,0.07785,0.43305,0.4925,0.10755,0.39995,0.51,0.26975,0.22025
2156,0.49725,0.0755,0.42725,0.4994,0.105,0.3956,0.51405,0.26735,0.2186
2176,0.49595,0.07445,0.4296,0.49785,0.1106,0.39155,0.5228,0.2658,0.2114
2196,0.4952,0.0752,0.4296,0.5032,0.10515,0.39165,0.52145,0.2641,0.21445
2216,0.4941,0.06995,0.43595,0.5037,0.10785,0.38845,0.52155,0.26085,0.2176
